,title,visite,href
48,먹방 브이로그 | 서울 맛집 투어🌸 나정순할매 쭈꾸미볶음 감자탕 런던베이글뮤지엄 성수동 라멘맛집 한우 라면 쿠캣 찹쌀떡 라죽 서울숲 벚꽃놀이 초코케이크 Mukbang VLOG,조회수 11만회,https://www.youtube.com/watch?v=5vLkqXvHk8w
49,"더 현대 서울 가이드북 (맛집, 포토존, 체험관)",조회수 10만회,https://www.youtube.com/watch?v=Xb_8k9RFjk0
50,평택 삼겹살 원탑 맞나요? 서울 고깃집에 절대 안꿀림 [평택맛집],조회수 10만회,https://www.youtube.com/watch?v=7_L7sgpM8vo
51,"서울 삼계탕, 닭곰탕, 닭백반, 닭칼국수 맛집 Best 10, 닭요리 투어",조회수 10만회,https://www.youtube.com/watch?v=9J0EWxHbm-E
52,칼질하러 가기 좋은 서울 스테이크 맛집,조회수 9.4만회,https://www.youtube.com/watch?v=fdHCXHtZQVs
53,서울 미슐랭 레스토랑 맛집 추천 BEST 10,조회수 8.3만회,https://www.youtube.com/watch?v=xiDtAjMCBsY
54,여의도 더 현대 다녀왔습니다!! 맛집 총정리!! | 내궁투어 ep. 17,조회수 7.3만회,https://www.youtube.com/watch?v=byOnM1kiwjQ
55,"분위기 좋은 기념일 데이트 레스토랑 추천, 가격대별 서울 맛집 10",조회수 7.2만회,https://www.youtube.com/watch?v=jFecMKV0xlc
56,"종로와 을지로 유명 맛집은 진짜 맛있을까? TOP 5 리스트 추천 | 우육면관, 사랑방칼국수, 경양카츠, 순희네빈대떡, 을지다락 | 최깐돌",조회수 7.2만회,https://www.youtube.com/watch?v=hiDJT3D6O4c
57,"망원동, 망리단길, 망원시장 맛집 한편으로 끝내기 Best 14",조회수 6.5만회,https://www.youtube.com/watch?v=jDCIn-UFVbE
58,[초가성비 맛집 1편] 한국 오자마자 찾아간 맛집들(서울),조회수 6.3만회,https://www.youtube.com/watch?v=5Vx6iRMq3mE
59,더현대 갈 사람 필.수.공.유 [더현대서울 맛집 BEST6],조회수 5.3만회,https://www.youtube.com/watch?v=mImowgdH2s8
60,[서울] 서울에서 세계여행 할 수 있는 맛집 8,조회수 5.1만회,https://www.youtube.com/watch?v=8fUkhEcoJc0
61,불금엔 냉동 삼겹살 10인분 격파! 서울 맛집 삼겹살 청국장 추억의도시락 먹방 Eatingshow Mukbang 食べ放送,조회수 5만회,https://www.youtube.com/watch?v=DjP7tc4p5SY
62,1분맛집이 직접 다녀온 서울 맛집 top7,조회수 4.9만회,https://www.youtube.com/watch?v=epG7VnYubHk
63,서울 맛집 싸고 좋은 뷔페. find cheaper better shabu-shabu in seoul korea full,조회수 4.3만회,https://www.youtube.com/watch?v=8EMo4Gservo
64,더현대서울 맛집 여기는 꼭 가보세요! (내가 가장 감동 받은 카페는?),조회수 4.4만회,https://www.youtube.com/watch?v=6YAHtQi7XBs
65,모쏠들이 추천하는 서울 맛집 Top 10🍻,조회수 4.3만회,https://www.youtube.com/watch?v=IqLs9kjnOAU
66,Vlog💘 난 먹기 위해 산다고~🐷/일상브이로그/낑깡 최애 서울 찐맛집 추천/먹방꿈나무^^v,조회수 4만회,https://www.youtube.com/watch?v=73bd6sBTi6A
67,"더현대서울, 정말 맛있는 맛집 추천 TOP10",조회수 3.8만회,https://www.youtube.com/watch?v=kbACIo4LoM8
68,[4K 토요일 강남거리 🔥🔥🔥]- 토요일 늦은 밤에 강남 클럽 거리는 언제나 환상적이죠 😎😎😎구독과 좋아요도 부탁해요 👍👍👍GANGNAM/SEOUL/KOREA/JUST WALK,조회수 3.4만회,https://www.youtube.com/watch?v=11E1yNUTttM
69,최소 10번 이상 재방문! 웨이팅 없이 먹을 수 있는 나의 서울 단골 맛집 모음 zip (가로수길부터 신촌까지) #떠벌맛집,조회수 3.4만회,https://www.youtube.com/watch?v=riDKPmiv2pA
70,엄청나게 줄서는 식당 발견! 미쉐린 가이드 서울 2022 맛집! 1시간 대기는 기본! 얼마나 맛있길래? / sujebi mukbang,조회수 3.1만회,https://www.youtube.com/watch?v=jRmADerkQtk
71,실패없는 서울노포 맛집리스트,조회수 2.1만회,https://www.youtube.com/watch?v=jb06wEQNuL0
72,데이트도 식후경. [서울숲 맛집 BEST 6],조회수 2.1만회,https://www.youtube.com/watch?v=o_MfSgixbGs
73,서울맛집 동적불고기 소갈비살 100g에 4900원?! 갈비양념구이 먹방!social Eatingshow Mukbang 食べ放送,조회수 1.8만회,https://www.youtube.com/watch?v=o_WXEgW-Jwk
74,"브이로그 | 서울체크인1 | 오랜만이야 서울 벚꽃🌸 | 맛집투어 시작 💘 더진미평냉, 수퍼판, 운정96, 아리아께, 콘하스.. | 안다즈서울, 신라호텔 | 에르메스,펜디 언박싱",조회수 1.8만회,https://www.youtube.com/watch?v=81NIkgca2Xw
75,맨날 가는 찐 단골집 조심스럽게 추천합니다😋서울맛집&수도권 맛집,조회수 1.8만회,https://www.youtube.com/watch?v=E0Fic00F4OA
76,[한일부부?/한일커플 ] 서울 맛집 ! 일본식 계란말이를 먹고 감동하는 아내..だし巻き玉子を食べて感動した妻,조회수 1.6만회,https://www.youtube.com/watch?v=wGomqEo3HkI
77,"서울 서울근교 맛집 가족과 외식하기 좋은 맛집 베스트 5 가성비 좋은 맛집, 맛으로 승부하는 맛집 일상이여행이 직접 먹어본 맛집들을 소개합니다.",조회수 1.6만회,https://www.youtube.com/watch?v=DrKP2zlzVCY
78,"[집밥먹방] 서울김밥맛집! 성신여대맛집! 뚱김밥으로 유명한 수아당 여러가지 김밥과 떡볶이 먹방(Various Fat Gimbap, Tteokbokki Mukbang)",조회수 1.7만회,https://www.youtube.com/watch?v=OxaQRw1sDTY
