,title,visite,href
66,🍚(선공개) 토밥즈 부산 착륙★ 맛집 투어 생각에 신난 히포 히밥 │ 토밥좋아 매주 (토) 오후 5시 본방송,조회수 6.9만회,https://www.youtube.com/watch?v=82qHPmkfrbo
67,(부산개금) 여기는 10명중에 10명이 14가지 요리중에 단 한가지 이것만 시킵니다 소주필수,조회수 6.9만회,https://www.youtube.com/watch?v=c9f27iiHkJ8
68,추자가 추천하는 부산맛집!! 부산오면 꼭 한번쯤 먹어보세요!! 강추!!,조회수 6.7만회,https://www.youtube.com/watch?v=6bWl8PVRp2U
69,부산맛집베스트 : 부산 25년차 토박이 부산 뜨면서 마지막으로 먹어 보고 온 음식들,조회수 6.6만회,https://www.youtube.com/watch?v=cyrNykXud5c
70,다대포 숨은 부산 맛집으로 할매집 방문 낮술 안주로 문어숙회 파전 순진도가 막걸리는 딱 여자들이 좋아할 탁주,조회수 6.5만회,https://www.youtube.com/watch?v=KM5y2RrycqY
71,부산맛집 매운아구찜 6단계 최고매운맛 매운음식먹방 korean Braised Super Spicy Monkfish mukbang eating show,조회수 6.4만회,https://www.youtube.com/watch?v=Lq-1yyirO4U
72,인플루언서 SNS 보고 부산 맛집이라 해서 방문을 해봤는데...,조회수 6.3만회,https://www.youtube.com/watch?v=yAf7EAO0A8o
73,(술먹방) 낮술 먹으러 50분 기다려.. 들어간 박터지는! 부산맛집.. 그만 좀 쳐다보세요.. 이미 취했어요 MUKBANG/ SOJU/ SUL / NOODLE,조회수 6.3만회,https://www.youtube.com/watch?v=h96IGrrWink
74,2박3일부산여행vlog 🌊 부산맛집찢었다 | 술꾼도시여자들 | 포차거리 | 광안리 오션뷰숙소 | 흰여울문화마을 🐱,조회수 6.1만회,https://www.youtube.com/watch?v=UPdRG_M5mOQ
75,부산 해운대 필수코스 유명한 식당💥 Busan Travel Ι 부산 맛집👍,조회수 6.1만회,https://www.youtube.com/watch?v=hEbPff4e59o
76,부산 맛집 11곳 | 참지마세요🤭 부산가면 또 x10 갈 찐맛집❕최고의 뷰 카페까지 곁들여버렸다.,조회수 6.1만회,https://www.youtube.com/watch?v=QovUu4Hx2aQ
77,"부산 맛집 빵지순례 VLOG 🥐🍟🍰초량온당 맘모스,스테이트 스콘,제일솥뚜껑,양꼬치,옥당분식",조회수 5.6만회,https://www.youtube.com/watch?v=ak76_eWKHsQ
78,"VLOG, 교통사고로 시작하는 정신없는 경주+부산 2박3일, 이번에도 부산 맛집 많이 발견! (경북횟집, 빨간떡볶이) 뭔가가 자꾸 꼬여버리는(?) 여행브이로그",조회수 5.7만회,https://www.youtube.com/watch?v=J_ZLe1N3sIQ
79,아마도 천국! 부산 육해공 고기 무한리필 맛집 모음 | 부산맛집 부산여행 맛집탐방 | 사계진미 조개창고 개성상인 만소 | Korean BBQ 미야킴티비,조회수 5.5만회,https://www.youtube.com/watch?v=LPZZzbG7GY8
